brand_name,brand_type,longitude_list,latitude_list,grid_id_list
金德利民快餐,购物服务;购物相关场所;购物相关场所,"[117.0616561921908, 117.0686214539563, 116.9673698973329, 117.1131649800287, 116.9914241637125, 117.127488853519, 116.9696900605715, 116.9550787045681, 117.1309731139482, 117.003419459635, 117.0357658781585, 117.0176798451975, 117.0446697527186, 116.9984823891289, 117.0000979228441, 117.0258380017273, 117.0585891419832, 116.9769668765432, 117.0080373126528, 117.0033219674177, 116.9419897993031, 116.9395730324476, 116.9572259408249, 117.0901650555743, 116.8876248729867, 117.0844625410274, 116.9543070790543, 116.8925974622665, 117.031559522052, 116.9910057844387, 116.9867858844667, 116.9931359228539, 116.971569212703, 117.0952642786971, 117.1426085948678, 116.9823892110813, 117.0437552230696, 117.0494427666984, 116.9509223158368, 117.0231265866931, 117.0078149705353, 116.9809644061676, 116.9538254917628, 116.9685043554009, 116.9830262897662, 116.9717627462489, 116.999241016714, 116.9513926353485, 116.952451576836, 116.9877368192017, 116.993475561128, 116.9681323072045, 117.0008526925986, 116.9661017263116, 117.0083277824639, 117.1212589933858, 116.9560282361004, 116.978157419976, 116.992762581089, 117.0574205603861, 116.9899985408411, 117.0670726707954, 116.9937188181804, 117.0269295054241, 117.0459490844803, 116.9813753843467, 117.0007700776085, 116.9708573407151, 116.9434180062755, 117.0777028070243, 116.9807789637113, 117.0900487526796, 117.0623369987305, 116.9857055030019, 116.9955826253801]","[36.66565929867641, 36.68575832027341, 36.63564761183371, 36.68334144459611, 36.62706187725154, 36.65614687760877, 36.6582565718405, 36.63535779261161, 36.654319734505, 36.66691040069497, 36.68875273324422, 36.63564145254135, 36.64195086043965, 36.64470687833824, 36.61289562771414, 36.68372776110738, 36.65900677051021, 36.6588333283517, 36.6518827365366, 36.6839211062463, 36.62108621376537, 36.67592790348376, 36.65321879901883, 36.65093338648035, 36.65490243136467, 36.6528724681508, 36.64802510197291, 36.68502508806504, 36.64845380064996, 36.64680944, 36.66712091120684, 36.68760779009613, 36.68700943097036, 36.65172100626117, 36.66086273482912, 36.65510551989198, 36.68039023077704, 36.65641477848462, 36.70834144772449, 36.65707250726084, 36.6722129429532, 36.66330377355106, 36.66900846479317, 36.66276212870204, 36.65674861025864, 36.71112647227154, 36.6542348220209, 36.61757995212829, 36.63022610982469, 36.70236785462925, 36.65971307923877, 36.63144398642449, 36.65704121710436, 36.68293922799013, 36.62783219772381, 36.67979967644334, 36.67216915550485, 36.65368196299413, 36.70522270597599, 36.67163778141209, 36.66145762315493, 36.69235884544425, 36.6479154902658, 36.66887215072197, 36.66574383848476, 36.66567009357617, 36.67461665120332, 36.64891594602416, 36.64316832415692, 36.64146270886003, 36.6294046841178, 36.66291010820859, 36.6540594647916, 36.65873132762851, 36.63052114860669]","[41, 61, 9, 63, 10, 28, 36, 8, 28, 38, 59, 12, 23, 21, 4, 58, 41, 37, 21, 57, 1, 54, 18, 26, 15, 26, 18, 51, 23, 20, 37, 56, 55, 26, 46, 20, 59, 24, 72, 22, 38, 37, 35, 36, 20, 73, 21, 1, 8, 74, 38, 9, 21, 55, 11, 64, 35, 20, 74, 41, 37, 61, 21, 39, 40, 37, 38, 19, 18, 25, 10, 43, 24, 37, 11]"
晋小禧大块牛肉削面,餐饮服务;中餐厅;中餐厅,"[117.0505106439704, 117.180941424128, 116.9678542729427, 116.9777331143509, 117.113330359173]","[36.66571211447746, 36.70932509512794, 36.63280095672742, 36.62752380438481, 36.68079618126143]","[41, 84, 9, 10, 63]"
老北京布鞋,购物服务;服装鞋帽皮具店;品牌鞋店,"[116.9823884946399, 117.0396144801624, 116.9434101582412, 117.0299165921732, 116.9843382952869, 116.9631695348394, 116.9719962486141, 117.2996842412587, 116.9918840193477, 116.9280879085737, 116.9822584717452, 117.0060258529933, 116.9795068764395, 116.9815863747925, 117.0562607179352]","[36.66157557657859, 36.67334855621812, 36.64199803941355, 36.7185519081706, 36.69570439771619, 36.67100256899588, 36.67987070002552, 36.68843389395028, 36.67305272402229, 36.69824697921599, 36.63081543572991, 36.65248637427283, 36.67903536352229, 36.65762638846354, 36.66084524959204]","[37, 40, 18, 92, 74, 36, 55, 70, 37, 71, 10, 21, 56, 37, 41]"
奥古斯都,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[117.0477727672053, 117.2995761642672, 117.1800814403954, 116.9684876491145, 117.0568086478133, 117.1266488519018, 117.1150313781931]","[36.71652708158853, 36.69145316996448, 36.71361277973273, 36.66071143079189, 36.68420389164606, 36.71770499737816, 36.68889259386668]","[93, 70, 99, 36, 60, 97, 63]"
CAN·TORP,购物服务;体育用品店;户外用品,"[117.1158527166659, 116.996488962645, 117.0069701851078, 117.0704128424864, 117.0707692578256]","[36.68167789752475, 36.64577431746049, 36.68461271538072, 36.65392717062971, 36.65353006434919]","[63, 21, 57, 25, 25]"
单县羊汤,餐饮服务;中餐厅;中餐厅,"[117.0998830059879, 116.8913550434481, 117.0367912400692, 117.032593126264, 116.9948154611552, 117.2212232135224, 117.1247850852781, 117.0673378774186, 117.1301293295296, 117.1212991462292, 117.0491119810959, 117.0395576872826, 117.0526139273236, 117.0436265270051, 117.0552284462436, 116.9710797685405, 117.0937146688668, 117.04966651004, 116.9513796581482, 116.9858516882193, 116.8919538834628, 117.0565049901956, 117.2249796713083, 117.130595944615, 116.9809820021971, 117.1363058338904, 117.0331416124404, 116.9821891253435, 116.9992927543815, 116.9522878772492, 117.1072896418507, 116.9715909822057, 117.0621854279004, 117.0266162408431, 116.9928644741626, 116.9285980174211, 116.9675997827363, 116.9553195681163, 117.1472047243917, 116.9291665168258, 117.0718934792476, 116.905254876455, 117.0651899674127, 116.9420274872341, 117.0597495325535, 117.087724484558, 116.9792025916108, 116.9753796290378, 116.9325027673773, 117.1125577550266, 116.9682618216633, 116.9920664432416, 117.0193566714079, 117.1810772308174, 117.0512778522283, 117.0630171831882, 117.0922968183382, 116.9484856885911, 116.9624412065324, 117.0747697515616, 116.9865997048167, 116.9225608028044, 116.9994134173443, 117.0281820167803, 117.1104469214182, 117.0366705694892]","[36.72147512608076, 36.66490637453411, 36.68063643996692, 36.67159910347625, 36.68870796504122, 36.73799684335933, 36.65547983469659, 36.64260321843576, 36.73045830737125, 36.67877436250276, 36.67163505249842, 36.68194531762446, 36.71674003317545, 36.66380878084437, 36.71244439904026, 36.70010450165947, 36.65411340837037, 36.6792003050148, 36.61778086617283, 36.66933537369539, 36.65533433305642, 36.66178028871301, 36.73243334597531, 36.68658624825959, 36.6842457118083, 36.69125469861314, 36.67628784798868, 36.66360193154496, 36.65456546390001, 36.68747358513763, 36.72775255173679, 36.66117442243943, 36.70542554677166, 36.68172696948152, 36.60380687364367, 36.62164599335493, 36.66461349900913, 36.64694029713796, 36.72374072169915, 36.71512754602556, 36.68684340220582, 36.71769555114034, 36.6793412510506, 36.65961119213986, 36.68364879643654, 36.71473971850769, 36.71122378602027, 36.65803344850423, 36.69171541283978, 36.69132889847602, 36.72164347470609, 36.68895920228449, 36.66540577197708, 36.7218402088186, 36.68863642526104, 36.6915812845069, 36.68509821418287, 36.69805756177171, 36.67229369857486, 36.71355886770224, 36.66700854477227, 36.66339003294571, 36.69742040835298, 36.65774072892017, 36.66454894884514, 36.70766254149989]","[95, 32, 59, 40, 57, 106, 28, 25, 104, 64, 41, 59, 93, 40, 93, 73, 26, 60, 1, 37, 15, 41, 106, 64, 56, 64, 59, 37, 21, 54, 96, 36, 78, 58, 3, 7, 36, 18, 98, 87, 61, 86, 61, 35, 60, 95, 74, 37, 53, 63, 89, 56, 39, 99, 60, 60, 62, 72, 36, 94, 37, 34, 75, 39, 44, 77]"
迈德思客,餐饮服务;快餐厅;快餐厅,"[117.1757503602233, 117.0810159337745, 116.8496078392747, 117.0417426055122, 116.962167660415]","[36.68228588442677, 36.66449184619514, 36.64007873423927, 36.68093215874979, 36.6140922154588]","[65, 42, 14, 59, 2]"
半天妖烤鱼,餐饮服务;中餐厅;四川菜(川菜),"[116.9895825756472, 117.1905706723404, 116.9976072037245, 117.1037150395762, 116.9775375903638, 116.9157605190853, 117.0098970416461, 116.9697924065522, 116.9029988584913, 117.0236626255961, 117.1273985507866, 117.017555245123, 117.1228437746446, 117.054908466221, 116.9524936277195, 116.9144515379295, 117.056712068328, 116.9274994497291, 117.1308124487714, 117.1150756235949, 117.0331081878415, 117.0487439674569, 116.9719448228262, 116.9767041145408]","[36.69527277293742, 36.67134569635589, 36.66255472562776, 36.66782278003366, 36.67576521592533, 36.65299242394302, 36.64624362733701, 36.66041696574431, 36.6740261464715, 36.66462044192698, 36.7187043221836, 36.66311423848485, 36.68534002514852, 36.70213656864463, 36.61927639836261, 36.71871919275033, 36.68266301173243, 36.64135196166014, 36.6757963098552, 36.64359950630684, 36.65474518296476, 36.71597458012747, 36.64947552247693, 36.61250652752958]","[74, 48, 38, 44, 56, 16, 21, 36, 32, 39, 97, 39, 64, 78, 1, 86, 60, 17, 64, 27, 23, 93, 19, 3]"
嗦螺人螺蛳粉,餐饮服务;中餐厅;中餐厅,"[117.0556468838783, 117.2191502658896, 117.1977028606446, 116.9055917531194, 117.0351258487923, 117.1265299653971, 117.0525451782275, 117.0716646379008, 116.9413936691562, 117.0346895501844, 116.979521235257, 116.9845109850114, 116.9699764133758]","[36.68180725191156, 36.7000857871675, 36.68319952739517, 36.67842745330931, 36.69992614356101, 36.65482843117189, 36.71619350869869, 36.65411886061926, 36.67553463009699, 36.65469439503449, 36.71122584072768, 36.67385062526009, 36.65359060436749]","[60, 85, 66, 52, 77, 28, 93, 25, 54, 23, 74, 37, 19]"
大夫办公室,医疗保健服务;医疗保健服务场所;医疗保健服务场所,"[116.9557377870161, 116.9557377870161, 116.9561094507725, 116.9557158591449, 116.9557606976107]","[36.6494067885277, 36.6494067885277, 36.64929993852817, 36.64947280255001, 36.64946569676461]","[18, 18, 18, 18, 18]"
仁和会计培训,科教文化服务;培训机构;培训机构,"[117.124360175245, 117.0523416080242, 117.0322175428058, 116.9976848987252, 116.9723621599115, 117.0556734452555]","[36.68577756878465, 36.68248540836399, 36.65356108552231, 36.66225267383202, 36.64898362879705, 36.7024321278146]","[64, 60, 23, 38, 19, 78]"
煌上煌酱鸭,餐饮服务;餐饮相关场所;餐饮相关,"[116.9047248004379, 117.1248592878079, 117.0246208796559, 117.0555238158854, 117.1924104212893, 117.0583059109546, 117.1357692057934, 116.9844828453789, 117.0655353, 117.0308573420704, 117.0485893391883, 117.0887353714488, 117.1282971768581, 116.9756217734622, 117.0702940250995, 116.9894042921873, 117.1035150897851, 117.1232291611277, 116.9959912998337, 117.007225039807]","[36.677263531652, 36.671746946349, 36.66466484368544, 36.70256828335562, 36.67210421955541, 36.68442044731831, 36.64676434192502, 36.63127448115313, 36.66139194042439, 36.65509753397686, 36.68181669453384, 36.65695591288314, 36.65248317139979, 36.67465051243668, 36.65418013415429, 36.69581397135252, 36.66729900705261, 36.6851126238175, 36.66216089800374, 36.68509465166294]","[52, 45, 39, 78, 49, 60, 28, 10, 42, 23, 60, 26, 28, 37, 25, 74, 44, 64, 38, 57]"
菜小青新派麻辣烫,餐饮服务;中餐厅;综合酒楼,"[117.0260971448549, 117.050137260188, 116.995601861612, 116.90295545534, 117.188226999323, 116.8965521322699, 117.1289686463967, 117.1255583285062, 117.0666941468731]","[36.66490078208155, 36.67832897750135, 36.66339932774942, 36.67814359687463, 36.65336980503611, 36.62417322829418, 36.71588025443157, 36.66019792472645, 36.68603627365363]","[39, 60, 38, 51, 31, 6, 97, 45, 61]"
童林堡幼儿园,科教文化服务;科教文化场所;科教文化场所,"[117.0594125999886, 117.1241669598907, 116.8938940858272]","[36.68131675044536, 36.65124963942701, 36.64650692411985]","[60, 28, 15]"
鲜粮卷饼王,餐饮服务;餐饮相关场所;餐饮相关,"[117.2966832956569, 117.0476730538378, 116.9720353096847, 117.0810735841532, 117.1285598093646, 117.0387720625749, 117.2180360486152, 116.9934158121159, 117.1124650523116, 117.1270291870646, 116.9804370873131]","[36.6829494665793, 36.71661321864444, 36.63265729578342, 36.68427751855453, 36.67565929749069, 36.65798090297951, 36.66898633132845, 36.65980220728545, 36.66234388569481, 36.71835806507141, 36.69542826004538]","[69, 93, 9, 61, 64, 40, 50, 38, 44, 97, 74]"
七彩窗帘,购物服务;家居建材市场;家居建材市场,"[117.1876052025973, 117.1265379255024, 117.1032922504844, 117.1573217614614]","[36.65153986128569, 36.65524918598901, 36.67449744629711, 36.67495409891993]","[31, 28, 44, 47]"
立马电动车,购物服务;专卖店;自行车专卖店,"[117.1139427103998, 116.9913686248358, 116.9622060267502, 117.2277773531182, 116.9599676420443]","[36.68926438369635, 36.66987126816034, 36.71842197199157, 36.72616525080908, 36.71764930684688]","[63, 37, 89, 101, 89]"
懂好现炒鸡,餐饮服务;中餐厅;中餐厅,"[117.1338079695334, 116.999785160712, 116.9161371787474, 116.907863978449, 116.9292638368137, 116.962864714769]","[36.73026171497777, 36.67639753538089, 36.67806767185297, 36.68914763655933, 36.63635239138284, 36.67100037953401]","[104, 57, 52, 52, 7, 36]"
神墨教育,科教文化服务;培训机构;培训机构,"[117.2278505317587, 117.0086205356347, 117.0465486294333, 117.0637344156933, 117.2114519020567, 117.1170476219076, 116.9572002108675, 116.9827125733934, 116.9789492800614, 117.0235124143378, 116.937445182513]","[36.72477720401537, 36.61894950282464, 36.67998880328614, 36.72814273767453, 36.70193282773252, 36.68935122078598, 36.65161983095948, 36.71122232454137, 36.68773954703514, 36.70686824201178, 36.68479330546833]","[101, 4, 59, 93, 85, 63, 18, 74, 56, 76, 53]"
中式快餐,餐饮服务;快餐厅;快餐厅,"[116.9533724650855, 116.9065465202073, 117.1478396288982, 117.0519182075887]","[36.61998090884472, 36.68925522589037, 36.70758632332198, 36.73964819017149]","[1, 52, 83, 102]"
金瑞康,医疗保健服务;医药保健销售店;医疗保健用品,"[116.9826150637818, 117.0288663873714, 117.0729288859182, 117.0802194108643, 117.1113448064655, 117.0042438505834, 117.0862136242128, 116.943730432584]","[36.67467381462719, 36.65821568021175, 36.64227585623179, 36.69467238931497, 36.70339922739932, 36.66734464749913, 36.69861545680268, 36.65784782346562]","[37, 39, 25, 79, 81, 38, 80, 35]"
龙牌石膏板,购物服务;家居建材市场;建材五金市场,"[117.2097075160583, 117.0323168414816, 116.9069068232963, 117.0227307158626, 117.028744614142]","[36.7343117267362, 36.70917899456974, 36.65479240181326, 36.71368794926902, 36.72170183843685]","[106, 77, 16, 91, 91]"
杨国福麻辣烫,餐饮服务;中餐厅;特色/地方风味餐厅,"[116.9683762679487, 117.1395897093703, 116.9023702782741, 117.0557491080184, 117.0591121109482, 117.0676983633206, 117.0230397925786, 117.091288961613, 116.9279536778247, 117.1029921046704, 117.0870016846881, 116.9750680731704, 117.2127777388442, 117.0557932750854, 117.12160664428, 117.1286136063007, 116.8907991468937, 117.0497260289372, 116.9637209941009, 117.0499486524832, 117.0227335594392, 117.1254841397354, 116.9763945183102, 117.1244181820838, 116.9388556045202, 117.1295796838293, 117.126545707054, 116.9890488950957, 117.0040690082634, 117.0501363418583, 116.9858549184793, 117.2197186148363, 117.0706647284255, 116.9560068082095, 117.0026971406512, 116.9679259499196, 116.9275172086684, 117.1113882580721, 116.9699141825866, 117.020485991499, 117.0610721273545, 117.0330978109949, 116.9340363190082, 117.22433990879, 117.1354710205166, 116.9756774021627, 117.0508608247712, 117.0332686110348, 117.149025211472, 117.0720709501574, 116.9589308473882, 117.0489946359082, 117.0788260596609, 117.1023391649877, 117.0391443198019, 117.0054512769301, 116.9944236588309, 117.0926750035875, 116.99457637554, 117.0321263525928, 117.1288031428262, 117.0150017822929]","[36.65916668408785, 36.66363808996843, 36.67551940389254, 36.70367021089584, 36.68311706267261, 36.70180612307793, 36.65826801378972, 36.66289702842545, 36.71246003313169, 36.69301967198425, 36.68352281872543, 36.71085514793951, 36.68770634638155, 36.6838257478911, 36.68545752020666, 36.66057167654992, 36.66542293797335, 36.67318094457649, 36.68369618176317, 36.67961252356302, 36.70616980032256, 36.66986489030882, 36.67476318893991, 36.68621536406347, 36.66229367521979, 36.68700957287543, 36.71800366996428, 36.69532736311564, 36.61926793221782, 36.668917825148, 36.63122636555803, 36.67377786957692, 36.6423478953775, 36.61294358424525, 36.67085814421464, 36.63312456742418, 36.69849962641011, 36.66497040991249, 36.64891560458036, 36.65779029764018, 36.73858439100731, 36.65838099574742, 36.64980181826358, 36.70158796526553, 36.73178420696483, 36.61269241745319, 36.7165003091913, 36.65474479232204, 36.71973253295955, 36.6541034975863, 36.65118772671054, 36.69506355793914, 36.68699204814128, 36.66648497739367, 36.67977760092317, 36.68840886856113, 36.6039010581984, 36.67306173987924, 36.6630856522376, 36.71952574790941, 36.67518092311276, 36.66278171888312]","[36, 46, 51, 78, 60, 79, 39, 43, 87, 63, 62, 73, 67, 60, 64, 45, 32, 41, 55, 60, 76, 45, 37, 64, 34, 64, 97, 74, 4, 41, 10, 50, 25, 1, 38, 9, 71, 44, 19, 39, 102, 40, 17, 85, 104, 3, 93, 23, 98, 25, 19, 78, 61, 44, 59, 57, 4, 43, 38, 92, 45, 39]"
富贵鸟,购物服务;服装鞋帽皮具店;品牌鞋店,"[116.9995427875484, 117.0090654899075, 116.9991071730619, 117.0704847545283, 116.9730204065592]","[36.66239492741846, 36.64695565718072, 36.61342133963466, 36.65358130984969, 36.64931654454176]","[38, 21, 4, 25, 19]"
扬帆起航美宿,住宿服务;住宿服务相关;住宿服务相关,"[117.0216741635321, 117.0240786975424, 117.0215954770654, 117.0226534259905, 117.0268734842823, 117.0215954770654, 117.0226534259905]","[36.65854356682449, 36.66726569455147, 36.65853778604478, 36.65729465546819, 36.67093901878941, 36.65853778604478, 36.65729465546819]","[39, 39, 39, 22, 39, 39, 22]"
赛百味,餐饮服务;快餐厅;快餐厅,"[117.1304368913152, 116.9913138661333, 116.90341352304, 117.0497162763738, 116.885558438751, 117.008948938574, 117.1395753356096, 117.1042881064086, 117.1099762856156, 117.0390863683181]","[36.67669022726446, 36.66090295173547, 36.67347135878821, 36.67126714957322, 36.66920984325012, 36.64737075274616, 36.65799751549089, 36.6675942048215, 36.65117574909166, 36.65479313427611]","[64, 37, 33, 41, 32, 21, 46, 44, 27, 23]"
天天宠物,购物服务;专卖店;宠物用品店,"[116.9638208791908, 116.9615012162939, 116.8901068829263, 117.0443441218342, 117.0991537649703]","[36.67213912805108, 36.68679710005613, 36.62299215779266, 36.71748231403721, 36.69861466904146]","[36, 55, 6, 92, 80]"
宛香都,购物服务;专卖店;专营店,"[117.1797148006987, 117.1044812622068, 117.2152631958597, 117.1177164260722, 117.2167158414498, 117.0878138718499, 117.1185497047215, 117.1745169790053, 117.1394611574123, 117.0907757703608, 117.0738356066403, 117.1268025816244, 117.1222351447755, 117.0783094666604]","[36.713610121709, 36.7010542720809, 36.6758493919599, 36.6430383846332, 36.69767907014264, 36.68479184600802, 36.68933475043101, 36.67500016189207, 36.65808427910324, 36.64996392313417, 36.68410843163315, 36.66939786089324, 36.68597191731849, 36.68937086306888]","[99, 81, 67, 27, 85, 62, 63, 48, 46, 26, 61, 45, 64, 61]"
柏泰智选酒店,住宿服务;宾馆酒店;宾馆酒店,"[117.0921769039222, 117.2115702418125, 117.0638997486195, 117.0959437029983, 117.1226318497303]","[36.66759911596182, 36.69112284774409, 36.73952200445601, 36.65453739835965, 36.68299025334437]","[43, 67, 102, 26, 64]"
奈雪的茶,餐饮服务;冷饮店;冷饮店,"[116.9761783043787, 117.0482893186962, 116.9028180214827, 117.0949246145817, 117.1898465581561, 117.0567679074244, 117.0226267490556]","[36.61267796579137, 36.71583054033806, 36.674085165005, 36.65865075625096, 36.67115062189178, 36.68283781401576, 36.66418951045445]","[3, 93, 32, 43, 48, 60, 39]"
延边烧烤,餐饮服务;中餐厅;中餐厅,"[117.0983893266395, 117.2251393498704, 116.9840627601181, 117.0488181002024, 117.1765124306098, 117.0071055524492, 116.9972742626194, 117.0826291493612, 116.9767800240069, 117.0711405008289, 117.045266422026]","[36.6864161937665, 36.69183273641573, 36.7111712993908, 36.66061039512331, 36.64095856862349, 36.693950406748, 36.66606458489508, 36.66409333821178, 36.67361377581724, 36.68052107648785, 36.68110967223717]","[62, 67, 74, 41, 31, 75, 38, 42, 37, 61, 59]"
银匠世家,购物服务;专卖店;珠宝首饰工艺品,"[116.9522465800176, 116.9700941830075, 116.9164184525006, 116.9752054404166, 117.0574053677519]","[36.61844945750981, 36.66039313234175, 36.6526340485866, 36.67533029982798, 36.6823471266962]","[1, 36, 16, 36, 60]"
杨家厨房,餐饮服务;中餐厅;中餐厅,"[117.1233434323774, 117.140975184002, 117.0275605361487, 117.0765549720736, 117.1128189384203]","[36.64894603749318, 36.66009850475621, 36.62105517238012, 36.65398595372404, 36.65615695493171]","[28, 46, 5, 25, 27]"
三联家电,购物服务;家电电子卖场;综合家电商场,"[116.9940610554537, 117.1095252316308, 117.1734764944515, 117.2963754298742]","[36.69497329665121, 36.72825172039813, 36.64526339999394, 36.68831060518052]","[75, 96, 31, 69]"
无印良品,购物服务;服装鞋帽皮具店;服装鞋帽皮具店,"[116.9765116918259, 116.9723640451632, 117.1232511775077, 117.0169278375616]","[36.63266636316242, 36.64995104007156, 36.68515062607443, 36.66288015882778]","[10, 19, 64, 39]"
欧尚造型,生活服务;美容美发店;美容美发店,"[117.0709531352905, 117.1009518227645, 117.0831162423324, 117.0870475803065]","[36.68652848114813, 36.72200914952875, 36.65006567370377, 36.68409245012099]","[61, 95, 26, 62]"
三颗枣八宝粥,餐饮服务;中餐厅;中餐厅,"[116.9936184094215, 117.0622421107514, 117.0589324467615, 117.0437673467153, 117.0846227640742]","[36.62865424459614, 36.65492306781611, 36.68394980536481, 36.66149590508665, 36.68426103733153]","[11, 24, 60, 40, 62]"
